temp,hum,windspeed,cnt
0.56,0.37,0.19399999999999998,285
0.56,0.37,0.1045,585
0.48,0.63,0.2239,240
0.52,0.62,0.2537,131
0.52,0.59,0.3284,155
0.58,0.53,0.2239,194
0.56,0.6,0.1045,82
0.52,0.77,0.0,66
0.52,0.77,0.0,70
0.52,0.77,0.0896,213
0.52,0.77,0.1045,454
0.5,0.82,0.1642,171
0.5,0.88,0.19399999999999998,62
0.5,0.88,0.1343,52
0.5,0.88,0.1343,53
0.5,0.88,0.1642,74
0.52,0.83,0.0,92
0.52,0.83,0.1045,107
0.56,0.73,0.1642,207
0.5,0.72,0.4627,322
0.32,0.57,0.2239,229
0.34,0.57,0.2239,130
0.36,0.5,0.2239,168
0.38,0.4,0.1642,213
0.38,0.42,0.2239,228
0.36,0.46,0.19399999999999998,185
0.36,0.43,0.2537,215
0.36,0.46,0.1642,308
0.36,0.5,0.1343,446
0.32,0.76,0.1642,211
0.36,0.57,0.1642,105
0.4,0.5,0.1343,128
0.42,0.44,0.2239,170
0.44,0.44,0.2239,152
0.44,0.47,0.2239,141
0.44,0.47,0.1642,168
0.42,0.54,0.1642,272
0.42,0.54,0.1343,486
0.4,0.66,0.1642,222
0.44,0.62,0.1343,135
0.46,0.63,0.1045,117
0.5,0.48,0.0896,176
0.48,0.55,0.19399999999999998,167
0.5,0.48,0.2537,150
0.5,0.45,0.1343,186
0.48,0.44,0.1642,298
0.44,0.54,0.1642,506
0.34,0.87,0.0,228
0.4,0.71,0.0896,133
0.42,0.71,0.1343,144
0.46,0.55,0.1642,189
0.48,0.48,0.1642,161
0.5,0.45,0.1642,172
0.48,0.51,0.1642,187
0.48,0.51,0.1045,266
0.44,0.62,0.19399999999999998,553
0.36,0.81,0.19399999999999998,164
0.4,0.76,0.19399999999999998,110
0.44,0.67,0.19399999999999998,120
0.5,0.51,0.19399999999999998,179
0.52,0.48,0.2537,169
0.52,0.52,0.1642,152
0.52,0.52,0.1642,162
0.52,0.48,0.19399999999999998,267
0.48,0.55,0.0896,498
0.42,0.71,0.4627,254
0.42,0.71,0.3284,134
0.44,0.67,0.4478,162
0.48,0.55,0.4925,197
0.44,0.51,0.4179,194
0.44,0.47,0.2985,201
0.46,0.44,0.3881,237
0.46,0.36,0.3881,290
0.42,0.38,0.3582,480
0.34,1.0,0.1343,174
0.36,0.93,0.1343,123
0.42,0.77,0.1045,128
0.46,0.67,0.0,179
0.54,0.49,0.0896,189
0.56,0.37,0.1642,145
0.56,0.37,0.1045,170
0.52,0.45,0.0,295
0.5,0.45,0.1642,528
0.36,0.87,0.0,191
0.42,0.71,0.0896,129
0.46,0.63,0.1343,147
0.52,0.52,0.1343,203
0.54,0.49,0.1642,196
0.56,0.46,0.1045,161
0.58,0.46,0.1045,188
0.56,0.46,0.1343,289
0.52,0.43,0.1642,499
0.34,0.93,0.0,219
0.4,0.76,0.1045,105
0.46,0.67,0.1642,152
0.5,0.51,0.1642,180
0.5,0.51,0.1642,167
0.52,0.48,0.1642,179
0.52,0.45,0.2239,151
0.52,0.48,0.19399999999999998,281
0.46,0.63,0.1045,485
0.42,0.94,0.1045,211
0.44,0.88,0.2239,117
0.46,0.67,0.3881,108
0.42,0.67,0.3582,167
0.36,0.81,0.3582,96
0.36,0.87,0.2836,64
0.36,0.81,0.2985,62
0.36,0.81,0.2239,73
0.36,0.81,0.2239,177
0.48,0.67,0.3284,233
0.5,0.63,0.2836,111
0.54,0.6,0.2836,128
0.56,0.56,0.2985,202
0.6,0.49,0.3881,203
0.62,0.46,0.4478,185
0.64,0.44,0.3284,195
0.62,0.46,0.4179,315
0.62,0.46,0.2537,519
0.56,0.64,0.0896,200
0.56,0.64,0.2836,138
0.56,0.64,0.19399999999999998,134
0.54,0.68,0.0,176
0.54,0.6,0.2239,153
0.54,0.6,0.2836,147
0.54,0.6,0.1343,191
0.52,0.68,0.1343,271
0.5,0.72,0.19399999999999998,451
0.46,0.94,0.0,82
0.46,0.94,0.0,36
0.46,0.94,0.0896,60
0.46,1.0,0.0,54
0.46,0.94,0.1343,58
0.46,1.0,0.1343,61
0.48,0.94,0.1045,66
0.48,0.94,0.1045,123
0.48,0.88,0.19399999999999998,233
0.34,0.61,0.3284,198
0.34,0.61,0.3284,81
0.32,0.66,0.3284,97
0.34,0.53,0.2985,121
0.34,0.49,0.4478,124
0.34,0.49,0.3881,110
0.34,0.49,0.4478,116
0.32,0.39,0.4179,195
0.32,0.42,0.3881,399
0.26,0.41,0.19399999999999998,213
0.26,0.41,0.2836,115
0.3,0.36,0.1343,140
0.32,0.33,0.0,165
0.34,0.31,0.2239,177
0.34,0.31,0.1343,154
0.34,0.29,0.1343,178
0.34,0.29,0.1343,209
0.32,0.31,0.1343,378
0.48,0.94,0.1045,237
0.52,0.83,0.0,135
0.52,0.83,0.1045,128
0.5,0.77,0.1343,162
0.5,0.77,0.1343,134
0.48,0.82,0.19399999999999998,135
0.44,0.94,0.2239,108
0.44,0.94,0.2239,108
0.42,0.94,0.2985,210
0.4,0.94,0.0,149
0.4,0.94,0.0,52
0.4,0.94,0.1343,32
0.4,1.0,0.0896,21
0.42,1.0,0.0896,26
0.42,1.0,0.0896,35
0.44,0.94,0.0,34
0.44,0.94,0.0,62
0.44,1.0,0.0896,165
0.52,0.94,0.19399999999999998,167
0.52,0.94,0.19399999999999998,76
0.5,0.72,0.4179,116
0.48,0.55,0.4179,160
0.44,0.54,0.4925,174
0.42,0.54,0.4627,213
0.42,0.54,0.4478,207
0.4,0.62,0.4627,173
0.38,0.71,0.3881,163
0.32,0.76,0.0,95
0.36,0.71,0.1642,142
0.4,0.66,0.1045,226
0.46,0.51,0.1045,272
0.5,0.45,0.2239,283
0.52,0.39,0.2239,272
0.52,0.36,0.19399999999999998,310
0.5,0.39,0.1642,261
0.5,0.34,0.1045,184
0.44,0.88,0.2239,208
0.48,0.77,0.1343,107
0.52,0.68,0.1045,118
0.56,0.6,0.1045,178
0.58,0.56,0.0,162
0.6,0.56,0.0,143
0.58,0.6,0.1642,150
0.56,0.6,0.19399999999999998,264
0.58,0.56,0.19399999999999998,468
0.56,0.73,0.4179,202
0.56,0.73,0.4179,36
0.5,0.88,0.2985,11
0.42,0.82,0.4179,18
0.42,0.77,0.2836,22
0.4,0.94,0.19399999999999998,36
0.4,0.87,0.3284,65
0.4,0.87,0.2239,151
0.4,0.87,0.2985,354
0.3,0.75,0.2836,193
0.34,0.66,0.2239,110
0.38,0.54,0.2985,122
0.36,0.53,0.2836,160
0.38,0.43,0.3582,147
0.38,0.43,0.3582,112
0.36,0.46,0.3284,115
0.36,0.46,0.2836,226
0.34,0.49,0.3284,380
0.3,0.52,0.3284,224
0.32,0.53,0.2985,93
0.34,0.49,0.2537,102
0.36,0.46,0.2239,148
0.4,0.4,0.2239,154
0.4,0.4,0.2239,150
0.4,0.4,0.2239,154
0.4,0.4,0.19399999999999998,201
0.36,0.46,0.1343,418
0.28,0.81,0.0,246
0.3,0.75,0.2239,105
0.34,0.66,0.1642,160
0.36,0.57,0.1343,204
0.4,0.47,0.1343,207
0.42,0.44,0.1045,170
0.42,0.41,0.0896,199
0.42,0.41,0.0896,276
0.42,0.38,0.0,411
0.36,0.87,0.0896,190
0.36,0.87,0.0896,87
0.36,0.87,0.0896,123
0.4,0.76,0.1045,154
0.42,0.71,0.0896,171
0.46,0.67,0.0,133
0.46,0.72,0.0896,148
0.5,0.63,0.0896,248
0.42,0.77,0.0,446
0.46,0.94,0.2239,204
0.46,0.94,0.2836,50
0.46,0.94,0.2537,32
0.46,1.0,0.2239,55
0.46,1.0,0.19399999999999998,71
0.48,1.0,0.2239,75
0.5,1.0,0.19399999999999998,45
0.46,1.0,0.2537,88
0.46,1.0,0.2239,262
0.44,1.0,0.2537,64
0.44,1.0,0.0896,33
0.44,1.0,0.0896,50
0.44,1.0,0.1343,33
0.44,1.0,0.19399999999999998,33
0.44,1.0,0.19399999999999998,25
0.42,0.94,0.2239,30
0.42,0.94,0.19399999999999998,31
0.4,1.0,0.3284,52
0.24,0.52,0.3881,225
0.26,0.52,0.3284,110
0.28,0.52,0.2537,106
0.28,0.52,0.3284,156
0.3,0.49,0.3582,124
0.32,0.45,0.2537,137
0.32,0.45,0.1343,117
0.32,0.45,0.19399999999999998,208
0.3,0.49,0.1045,331
0.26,0.81,0.0896,264
0.3,0.7,0.1642,126
0.32,0.7,0.2537,136
0.36,0.57,0.2985,173
0.38,0.5,0.19399999999999998,168
0.38,0.46,0.2836,187
0.38,0.46,0.2836,189
0.36,0.62,0.1343,250
0.34,0.66,0.1045,362
0.18,0.74,0.0896,220
0.22,0.69,0.1045,105
0.26,0.6,0.0896,115
0.28,0.52,0.1045,145
0.3,0.52,0.1045,166
0.32,0.53,0.1343,111
0.32,0.57,0.1045,132
0.32,0.57,0.0896,214
0.3,0.56,0.0,359
0.26,0.6,0.1642,233
0.3,0.52,0.1642,102
0.34,0.46,0.2537,124
0.36,0.43,0.3582,167
0.4,0.37,0.3284,127
0.4,0.37,0.2537,134
0.4,0.35,0.2537,151
0.38,0.37,0.2537,207
0.36,0.4,0.19399999999999998,398
0.3,0.61,0.0,239
0.32,0.57,0.0,142
0.34,0.55,0.0,115
0.36,0.57,0.0896,144
0.36,0.57,0.1045,133
0.38,0.54,0.0896,151
0.38,0.54,0.1045,167
0.38,0.54,0.1045,245
0.36,0.57,0.1045,396
0.36,0.62,0.2836,280
0.4,0.58,0.2985,109
0.4,0.62,0.4179,135
0.46,0.59,0.4925,157
0.5,0.55,0.3582,164
0.52,0.52,0.3284,132
0.52,0.55,0.2239,82
0.46,0.72,0.1642,131
0.52,0.59,0.2836,324
0.36,0.46,0.3881,243
0.34,0.46,0.2985,132
0.34,0.42,0.2985,144
0.34,0.42,0.3582,173
0.34,0.39,0.3582,137
0.34,0.42,0.2239,128
0.32,0.45,0.2985,153
0.32,0.45,0.2239,224
0.32,0.45,0.2836,365
0.22,0.69,0.2239,183
0.24,0.67,0.19399999999999998,108
0.26,0.65,0.2537,127
0.3,0.61,0.3284,141
0.34,0.49,0.3284,142
0.36,0.46,0.2239,137
0.38,0.46,0.1642,159
0.4,0.4,0.2537,208
0.38,0.46,0.19399999999999998,378
0.36,0.66,0.0,259
0.42,0.58,0.19399999999999998,129
0.4,0.62,0.1642,129
0.44,0.54,0.1343,175
0.44,0.54,0.1343,181
0.44,0.58,0.1045,138
0.44,0.54,0.0,154
0.44,0.54,0.0,238
0.4,0.62,0.1642,431
0.4,0.87,0.2239,234
0.48,0.82,0.4179,89
0.48,0.82,0.4179,56
0.46,0.88,0.3881,61
0.44,0.94,0.2985,58
0.48,0.88,0.3582,51
0.48,0.88,0.3881,61
0.44,1.0,0.3284,101
0.44,1.0,0.3284,229
0.38,0.87,0.0896,228
0.4,0.82,0.0896,141
0.44,0.77,0.0,145
0.48,0.55,0.0,202
0.46,0.63,0.0,188
0.46,0.63,0.0,159
0.48,0.59,0.0,214
0.46,0.63,0.0,256
0.44,0.67,0.1642,356
0.4,0.66,0.2985,156
0.4,0.62,0.3582,104
0.4,0.58,0.4478,174
0.4,0.54,0.5224,170
0.4,0.5,0.4627,194
0.4,0.54,0.4179,200
0.38,0.54,0.3582,203
0.38,0.5,0.2985,181
0.36,0.53,0.2239,140
0.32,0.66,0.1045,104
0.32,0.66,0.0896,60
0.32,0.66,0.1045,30
0.3,0.81,0.0896,24
0.3,0.87,0.1343,20
0.42,0.82,0.3881,14
0.42,0.82,0.3881,19
0.44,0.88,0.3284,46
0.4,0.87,0.1343,115
0.32,0.57,0.3284,189
0.34,0.57,0.2239,96
0.36,0.46,0.3582,111
0.34,0.46,0.5522,140
0.34,0.39,0.4627,159
0.32,0.39,0.3881,120
0.32,0.36,0.4179,117
0.3,0.36,0.4179,167
0.28,0.38,0.2537,250
0.2,0.64,0.1343,170
0.22,0.64,0.1642,110
0.24,0.6,0.0896,122
0.26,0.56,0.1045,130
0.28,0.52,0.1045,131
0.3,0.52,0.0,142
0.3,0.52,0.0896,177
0.3,0.52,0.1642,177
0.3,0.61,0.1642,240
0.26,0.75,0.0,194
0.3,0.65,0.2537,118
0.32,0.66,0.19399999999999998,171
0.32,0.57,0.1343,197
0.36,0.53,0.1343,207
0.4,0.47,0.0896,245
0.42,0.44,0.0,292
0.42,0.47,0.19399999999999998,283
0.38,0.54,0.1642,242
0.16,0.5,0.2836,153
0.16,0.47,0.4627,60
0.18,0.37,0.5224,75
0.18,0.37,0.5224,74
0.18,0.34,0.6567,73
0.16,0.43,0.5224,79
0.16,0.37,0.4179,77
0.14,0.39,0.5821,136
0.14,0.26,0.4627,245
0.04,0.45,0.1343,180
0.06,0.45,0.0,64
0.08,0.42,0.0896,46
0.1,0.46,0.19399999999999998,84
0.14,0.43,0.2537,91
0.14,0.46,0.2537,75
0.18,0.37,0.3284,90
0.18,0.4,0.2836,131
0.2,0.4,0.19399999999999998,281
0.22,0.69,0.0,227
0.24,0.52,0.0896,86
0.3,0.49,0.0,84
0.3,0.49,0.2537,120
0.34,0.42,0.2985,118
0.34,0.39,0.2836,117
0.36,0.34,0.2836,119
0.36,0.34,0.2836,197
0.36,0.34,0.19399999999999998,412
0.24,0.7,0.1642,241
0.26,0.65,0.19399999999999998,116
0.3,0.56,0.1642,138
0.36,0.5,0.2537,191
0.4,0.43,0.2836,204
0.46,0.36,0.19399999999999998,178
0.52,0.27,0.2537,222
0.52,0.27,0.2836,294
0.46,0.36,0.2239,476
0.22,0.64,0.0,197
0.24,0.6,0.0,108
0.26,0.56,0.0896,88
0.26,0.56,0.1045,103
0.26,0.56,0.1045,80
0.22,0.75,0.1642,50
0.22,0.75,0.1642,69
0.22,0.87,0.0896,49
0.22,0.87,0.0,152
0.18,0.93,0.1642,195
0.18,0.93,0.1642,83
0.42,0.38,0.2985,101
0.42,0.38,0.2985,140
0.42,0.38,0.2985,178
0.42,0.38,0.2985,106
0.42,0.38,0.2985,136
0.42,0.38,0.3582,240
0.42,0.38,0.2537,460
0.2,0.86,0.1343,225
0.24,0.87,0.1343,97
0.26,0.87,0.0896,99
0.3,0.81,0.0,55
0.32,0.76,0.0,65
0.32,0.81,0.1045,73
0.34,0.87,0.0896,79
0.34,0.87,0.2537,118
0.34,0.87,0.2239,134
0.32,0.81,0.1045,230
0.34,0.81,0.1045,90
0.34,0.81,0.1045,119
0.34,0.81,0.1045,144
0.42,0.77,0.1642,183
0.42,0.77,0.1642,156
0.44,0.72,0.1343,188
0.46,0.67,0.19399999999999998,281
0.46,0.63,0.1642,495
0.22,0.47,0.3881,214
0.24,0.44,0.4478,103
0.24,0.38,0.6119,114
0.24,0.38,0.4925,154
0.26,0.33,0.5224,154
0.26,0.33,0.5522,129
0.26,0.33,0.5821,138
0.28,0.3,0.4627,233
0.28,0.33,0.4179,332
0.32,0.81,0.2537,68
0.3,0.87,0.2537,62
0.34,0.87,0.1045,75
0.32,0.87,0.2836,86
0.38,0.76,0.3284,103
0.44,0.62,0.4925,132
0.44,0.62,0.4925,129
0.46,0.63,0.5522,219
0.46,0.63,0.4478,462
0.28,0.52,0.3284,202
0.3,0.42,0.4627,93
0.3,0.42,0.3881,114
0.3,0.39,0.4925,161
0.3,0.42,0.4627,130
0.3,0.33,0.3881,105
0.3,0.33,0.5224,130
0.28,0.3,0.5224,176
0.26,0.33,0.4478,346
0.12,0.54,0.0,210
0.14,0.59,0.0,108
0.16,0.55,0.1642,99
0.2,0.51,0.19399999999999998,111
0.22,0.47,0.2836,124
0.24,0.44,0.19399999999999998,119
0.26,0.44,0.2985,127
0.26,0.41,0.3284,193
0.26,0.44,0.3284,385
0.22,0.47,0.3881,263
0.22,0.44,0.2836,97
0.2,0.32,0.3582,123
0.2,0.34,0.3284,124
0.22,0.32,0.2985,156
0.22,0.35,0.2985,115
0.22,0.35,0.19399999999999998,156
0.2,0.37,0.1642,174
0.22,0.32,0.0896,349
0.2,0.86,0.0896,211
0.2,0.93,0.0,149
0.2,0.93,0.0896,62
0.22,0.93,0.0,62
0.22,0.93,0.0896,37
0.22,0.93,0.19399999999999998,61
0.22,1.0,0.2239,74
0.24,0.93,0.1642,122
0.24,0.96,0.1045,276
0.32,0.87,0.0896,255
0.32,0.93,0.0896,116
0.34,0.87,0.1343,153
0.34,0.87,0.1642,175
0.34,0.87,0.1642,203
0.36,0.81,0.2239,173
0.4,0.71,0.1642,208
0.4,0.71,0.1343,278
0.42,0.67,0.0896,515
0.24,0.7,0.2537,236
0.26,0.7,0.3284,141
0.3,0.61,0.2985,157
0.32,0.53,0.1343,193
0.34,0.49,0.1343,212
0.34,0.49,0.0896,160
0.36,0.46,0.0,155
0.34,0.53,0.1642,246
0.36,0.53,0.1642,470
0.3,0.81,0.0,274
0.3,0.81,0.1343,108
0.3,0.87,0.1045,111
0.34,0.81,0.1343,165
0.38,0.71,0.0,173
0.4,0.71,0.1045,128
0.42,0.71,0.1045,164
0.4,0.71,0.0896,224
0.42,0.71,0.0,413
0.5,0.88,0.2836,107
0.48,1.0,0.1642,126
0.48,0.94,0.1343,105
0.5,0.88,0.1642,180
0.5,0.59,0.4627,201
0.5,0.55,0.5522,176
0.48,0.51,0.3284,197
0.44,0.51,0.5522,267
0.42,0.5,0.5821,422
0.2,0.47,0.2239,198
0.22,0.41,0.2836,85
0.26,0.38,0.0,99
0.26,0.35,0.3881,134
0.3,0.31,0.19399999999999998,132
0.32,0.24,0.1343,115
0.32,0.24,0.19399999999999998,138
0.34,0.25,0.19399999999999998,221
0.36,0.21,0.19399999999999998,438
0.3,0.52,0.19399999999999998,261
0.32,0.57,0.19399999999999998,144
0.4,0.37,0.2836,139
0.4,0.43,0.2985,194
0.46,0.36,0.2239,198
0.5,0.29,0.3284,160
0.54,0.26,0.4478,177
0.54,0.26,0.4478,307
0.54,0.26,0.4179,559
0.36,0.71,0.19399999999999998,276
0.4,0.62,0.1343,133
0.4,0.58,0.1642,143
0.44,0.54,0.1045,179
0.46,0.47,0.2239,186
0.62,0.33,0.2239,192
0.6,0.35,0.2836,194
0.6,0.4,0.2239,283
0.58,0.43,0.19399999999999998,539
0.38,0.87,0.0,228
0.42,0.77,0.1045,78
0.4,0.82,0.2537,105
0.42,0.82,0.0,148
0.42,0.77,0.0,137
0.4,0.76,0.1045,141
0.46,0.67,0.1642,174
0.46,0.55,0.2836,229
0.42,0.54,0.4925,450
0.24,0.65,0.19399999999999998,270
0.28,0.56,0.2836,129
0.32,0.53,0.2985,164
0.34,0.46,0.1343,216
0.36,0.46,0.0,198
0.36,0.46,0.2239,170
0.38,0.4,0.0,216
0.4,0.37,0.1045,311
0.4,0.37,0.0896,488
0.18,0.8,0.1045,277
0.22,0.75,0.1045,116
0.26,0.7,0.1343,116
0.32,0.61,0.1642,150
0.38,0.4,0.2239,141
0.4,0.35,0.1642,140
0.42,0.32,0.2836,171
0.4,0.43,0.2537,228
0.4,0.43,0.2537,430
0.32,0.49,0.0,289
0.34,0.46,0.1642,116
0.36,0.46,0.19399999999999998,129
0.4,0.4,0.3284,172
0.44,0.38,0.2537,184
0.44,0.38,0.2537,138
0.44,0.38,0.19399999999999998,146
0.44,0.35,0.2537,276
0.44,0.35,0.19399999999999998,509
0.24,0.7,0.1642,253
0.26,0.7,0.2239,108
0.26,0.65,0.2239,102
0.28,0.65,0.2836,138
0.28,0.61,0.1045,126
0.3,0.56,0.1642,108
0.3,0.61,0.1045,54
0.26,0.81,0.1045,75
0.24,0.87,0.1045,155
0.2,0.59,0.2239,238
0.22,0.51,0.2239,97
0.24,0.52,0.2239,99
0.26,0.48,0.3284,158
0.3,0.42,0.3284,154
0.32,0.39,0.2985,144
0.32,0.36,0.2985,134
0.34,0.36,0.0,238
0.34,0.34,0.1343,399
0.22,0.55,0.1642,275
0.26,0.48,0.1343,124
0.28,0.45,0.1045,153
0.3,0.42,0.1343,176
0.3,0.42,0.0896,192
0.32,0.39,0.0896,146
0.32,0.45,0.1343,191
0.34,0.42,0.2537,268
0.34,0.42,0.19399999999999998,396
0.12,0.5,0.19399999999999998,205
0.14,0.5,0.1343,71
0.22,0.37,0.19399999999999998,90
0.28,0.28,0.3284,118
0.32,0.22,0.2239,140
0.34,0.23,0.1045,135
0.36,0.27,0.1343,155
0.36,0.23,0.19399999999999998,211
0.36,0.23,0.19399999999999998,407
0.26,0.56,0.0896,262
0.26,0.6,0.1343,98
0.3,0.45,0.1642,112
0.3,0.52,0.2239,172
0.36,0.4,0.2537,173
0.4,0.4,0.2239,124
0.42,0.38,0.4478,145
0.42,0.35,0.2985,266
0.42,0.38,0.3582,523
0.32,0.61,0.3284,231
0.34,0.57,0.2985,120
0.36,0.53,0.2836,138
0.38,0.46,0.3881,163
0.4,0.43,0.2836,170
0.42,0.41,0.3582,134
0.42,0.41,0.2239,171
0.42,0.38,0.19399999999999998,231
0.42,0.38,0.19399999999999998,487
0.3,0.7,0.1642,202
0.32,0.7,0.1343,44
0.32,0.7,0.1045,71
0.32,0.76,0.0896,45
0.34,0.71,0.2537,64
0.32,0.81,0.19399999999999998,31
0.34,0.76,0.0,53
0.34,0.81,0.0,118
0.34,0.87,0.0,289
0.26,1.0,0.0,283
0.34,0.71,0.2836,116
0.36,0.62,0.4179,142
0.38,0.46,0.3881,198
0.4,0.43,0.3582,205
0.4,0.37,0.3582,170
0.42,0.35,0.4179,221
0.42,0.32,0.2985,307
0.42,0.32,0.3284,465
0.2,0.75,0.1045,217
0.24,0.7,0.19399999999999998,85
0.26,0.7,0.2836,86
0.3,0.56,0.3881,163
0.34,0.49,0.4179,131
0.32,0.53,0.3881,124
0.34,0.49,0.4179,160
0.36,0.46,0.4179,254
0.38,0.4,0.4478,432
0.32,0.7,0.0896,252
0.34,0.71,0.0896,139
0.36,0.66,0.1642,171
0.4,0.62,0.2836,207
0.42,0.54,0.2985,190
0.44,0.54,0.3284,177
0.5,0.31,0.4179,195
0.52,0.29,0.4627,298
0.52,0.32,0.3881,529
0.36,0.81,0.2537,242
0.42,0.67,0.19399999999999998,148
0.48,0.48,0.2836,182
0.5,0.42,0.2537,224
0.52,0.39,0.19399999999999998,218
0.54,0.37,0.2537,192
0.54,0.33,0.1343,217
0.56,0.32,0.0,343
0.54,0.32,0.1642,610
0.36,0.81,0.2537,244
0.36,0.81,0.1642,141
0.36,0.81,0.1045,163
0.4,0.76,0.1343,228
0.42,0.71,0.1045,183
0.46,0.67,0.1045,31
0.4,0.87,0.19399999999999998,94
0.4,0.87,0.19399999999999998,178
0.42,0.94,0.1045,256
0.26,0.6,0.19399999999999998,230
0.32,0.45,0.2537,104
0.36,0.43,0.2537,103
0.4,0.37,0.2985,177
0.4,0.43,0.2836,182
0.46,0.36,0.2836,158
0.52,0.25,0.4179,174
0.54,0.26,0.4478,286
0.54,0.24,0.4478,529
0.28,0.45,0.3582,232
0.3,0.42,0.2985,132
0.34,0.36,0.2537,163
0.36,0.34,0.1343,183
0.36,0.32,0.1045,190
0.4,0.28,0.1045,134
0.42,0.26,0.0896,166
0.42,0.28,0.0896,287
0.42,0.26,0.0896,530
0.3,0.81,0.1642,38
0.3,0.81,0.1642,10
0.3,0.87,0.19399999999999998,10
0.32,0.93,0.3284,70
0.36,0.93,0.3582,76
0.36,0.93,0.3582,56
0.4,0.82,0.2836,90
0.4,0.82,0.2239,167
0.4,0.87,0.1642,253
0.46,0.77,0.2537,286
0.52,0.55,0.1642,133
0.56,0.43,0.19399999999999998,168
0.56,0.37,0.2239,220
0.58,0.32,0.2537,211
0.58,0.35,0.2239,211
0.6,0.31,0.2537,223
0.58,0.32,0.2985,361
0.56,0.35,0.2985,600
0.3,0.81,0.0,314
0.36,0.5,0.1642,132
0.38,0.46,0.19399999999999998,194
0.4,0.43,0.1642,234
0.42,0.44,0.2239,222
0.44,0.44,0.2836,205
0.42,0.5,0.2985,78
0.4,0.58,0.2985,50
0.36,0.81,0.2239,128
0.22,0.6,0.0896,197
0.24,0.6,0.0,86
0.26,0.56,0.1343,103
0.26,0.52,0.0,137
0.26,0.55,0.2985,120
0.28,0.57,0.3582,128
0.3,0.53,0.19399999999999998,130
0.3,0.45,0.2985,210
0.3,0.45,0.2985,387
0.22,0.47,0.0,233
0.24,0.44,0.0,129
0.26,0.41,0.1642,130
0.26,0.41,0.1045,138
0.3,0.39,0.1343,164
0.32,0.36,0.2239,136
0.34,0.36,0.2985,166
0.36,0.32,0.2836,250
0.36,0.34,0.2836,446
0.3,0.61,0.3284,264
0.36,0.5,0.2985,147
0.42,0.38,0.2985,161
0.44,0.38,0.3881,215
0.5,0.34,0.4179,205
0.52,0.36,0.3284,175
0.54,0.37,0.4478,209
0.56,0.37,0.4179,288
0.56,0.43,0.4925,612
0.46,0.72,0.4627,301
0.5,0.68,0.4627,138
0.54,0.6,0.4627,204
0.56,0.6,0.4478,251
0.6,0.49,0.6418,233
0.62,0.43,0.6418,203
0.64,0.38,0.6866,185
0.62,0.41,0.6418,342
0.62,0.38,0.6567,597
0.34,0.42,0.5224,284
0.34,0.36,0.4925,159
0.36,0.34,0.3582,187
0.36,0.34,0.4179,201
0.38,0.29,0.3881,224
0.42,0.28,0.4627,178
0.46,0.24,0.2537,238
0.48,0.23,0.4179,343
0.46,0.24,0.3881,566
0.38,0.54,0.1642,281
0.4,0.5,0.2239,137
0.44,0.44,0.2239,150
0.48,0.39,0.2239,221
0.54,0.32,0.2537,250
0.58,0.32,0.2836,221
0.56,0.4,0.1343,233
0.62,0.35,0.4478,332
0.62,0.38,0.4179,644
0.48,0.82,0.2836,342
0.52,0.77,0.2239,143
0.54,0.73,0.2836,219
0.6,0.6,0.2836,244
0.6,0.6,0.3881,233
0.64,0.53,0.3284,212
0.7,0.39,0.2239,264
0.72,0.34,0.3881,365
0.7,0.37,0.1045,676
0.52,0.68,0.0,351
0.56,0.56,0.1045,188
0.62,0.41,0.1642,220
0.64,0.29,0.0,267
0.66,0.27,0.2239,254
0.7,0.23,0.3284,224
0.7,0.24,0.0,283
0.72,0.25,0.19399999999999998,356
0.7,0.28,0.0896,782
0.48,0.77,0.0896,315
0.52,0.68,0.1045,164
0.56,0.6,0.1343,211
0.62,0.5,0.1343,265
0.66,0.41,0.0896,273
0.72,0.3,0.1045,258
0.72,0.32,0.2239,287
0.72,0.37,0.3881,426
0.7,0.39,0.2537,713
0.42,0.82,0.0,312
0.4,0.87,0.0896,180
0.44,0.77,0.0,207
0.44,0.82,0.1343,294
0.46,0.77,0.0896,260
0.48,0.72,0.0,202
0.46,0.82,0.1045,107
0.48,0.77,0.0,129
0.48,0.82,0.0896,258
0.5,0.72,0.1642,331
0.52,0.72,0.1343,184
0.56,0.68,0.1642,201
0.6,0.64,0.2537,282
0.62,0.61,0.2537,263
0.64,0.57,0.19399999999999998,260
0.64,0.57,0.2239,286
0.66,0.5,0.2239,385
0.64,0.53,0.2239,721
0.54,0.88,0.1642,325
0.54,0.88,0.19399999999999998,163
0.58,0.83,0.1343,230
0.6,0.78,0.2537,261
0.6,0.78,0.19399999999999998,284
0.6,0.73,0.1642,248
0.62,0.69,0.1045,244
0.62,0.66,0.2239,431
0.6,0.73,0.19399999999999998,750
0.5,0.88,0.1642,293
0.52,0.83,0.1642,154
0.52,0.83,0.1642,192
0.54,0.77,0.0,229
0.54,0.83,0.0,303
0.56,0.78,0.0,225
0.56,0.78,0.0,243
0.58,0.73,0.0,378
0.6,0.69,0.0896,729
0.5,0.94,0.0896,318
0.5,1.0,0.0896,142
0.52,0.94,0.0,219
0.54,0.88,0.19399999999999998,272
0.58,0.78,0.0896,298
0.6,0.73,0.1045,257
0.62,0.69,0.19399999999999998,304
0.64,0.65,0.19399999999999998,425
0.66,0.65,0.1642,810
0.52,0.9,0.0896,380
0.56,0.88,0.1045,275
0.62,0.73,0.1045,318
0.66,0.61,0.2239,471
